file,components_found,removed_components,removed_sizes,kept_sizes,changed,output_file
characters/assassin/043_mythic_assassin_043.png,1,0,,133101,False,/root/perbug/generated_assets_cleaned/characters/assassin/043_mythic_assassin_043.png
characters/assassin/044_mythic_assassin_044.png,1,0,,131757,False,/root/perbug/generated_assets_cleaned/characters/assassin/044_mythic_assassin_044.png
characters/assassin/045_mythic_assassin_045.png,1,0,,134756,False,/root/perbug/generated_assets_cleaned/characters/assassin/045_mythic_assassin_045.png
characters/assassin/046_mythic_assassin_046.png,1,0,,134037,False,/root/perbug/generated_assets_cleaned/characters/assassin/046_mythic_assassin_046.png
characters/assassin/047_mythic_assassin_047.png,1,0,,130368,False,/root/perbug/generated_assets_cleaned/characters/assassin/047_mythic_assassin_047.png
characters/assassin/048_mythic_assassin_048.png,1,0,,135952,False,/root/perbug/generated_assets_cleaned/characters/assassin/048_mythic_assassin_048.png
characters/assassin/049_mythic_assassin_049.png,1,0,,130797,False,/root/perbug/generated_assets_cleaned/characters/assassin/049_mythic_assassin_049.png
characters/assassin/050_mythic_assassin_050.png,1,0,,130054,False,/root/perbug/generated_assets_cleaned/characters/assassin/050_mythic_assassin_050.png
characters/assassin/051_mythic_assassin_051.png,1,0,,131325,False,/root/perbug/generated_assets_cleaned/characters/assassin/051_mythic_assassin_051.png
characters/assassin/052_mythic_assassin_052.png,1,0,,131434,False,/root/perbug/generated_assets_cleaned/characters/assassin/052_mythic_assassin_052.png
characters/assassin/053_mythic_assassin_053.png,1,0,,131925,False,/root/perbug/generated_assets_cleaned/characters/assassin/053_mythic_assassin_053.png
characters/assassin/054_mythic_assassin_054.png,1,0,,131870,False,/root/perbug/generated_assets_cleaned/characters/assassin/054_mythic_assassin_054.png
characters/assassin/055_mythic_assassin_055.png,1,0,,131722,False,/root/perbug/generated_assets_cleaned/characters/assassin/055_mythic_assassin_055.png
characters/assassin/056_mythic_assassin_056.png,1,0,,135111,False,/root/perbug/generated_assets_cleaned/characters/assassin/056_mythic_assassin_056.png
characters/assassin/057_epic_assassin_057.png,1,0,,80335,False,/root/perbug/generated_assets_cleaned/characters/assassin/057_epic_assassin_057.png
characters/assassin/058_legendary_assassin_058.png,1,0,,68341,False,/root/perbug/generated_assets_cleaned/characters/assassin/058_legendary_assassin_058.png
characters/assassin/059_legendary_assassin_059.png,1,0,,65943,False,/root/perbug/generated_assets_cleaned/characters/assassin/059_legendary_assassin_059.png
characters/assassin/060_epic_assassin_060.png,1,0,,66333,False,/root/perbug/generated_assets_cleaned/characters/assassin/060_epic_assassin_060.png
characters/assassin/061_legendary_assassin_061.png,2,0,,65373|1053,False,/root/perbug/generated_assets_cleaned/characters/assassin/061_legendary_assassin_061.png
characters/assassin/062_legendary_assassin_062.png,1,0,,70978,False,/root/perbug/generated_assets_cleaned/characters/assassin/062_legendary_assassin_062.png
characters/assassin/063_legendary_assassin_063.png,2,0,,69937|1165,False,/root/perbug/generated_assets_cleaned/characters/assassin/063_legendary_assassin_063.png
characters/assassin/064_epic_assassin_064.png,1,0,,78687,False,/root/perbug/generated_assets_cleaned/characters/assassin/064_epic_assassin_064.png
characters/caster/001_mythic_caster_001.png,1,0,,140206,False,/root/perbug/generated_assets_cleaned/characters/caster/001_mythic_caster_001.png
characters/caster/002_mythic_caster_002.png,1,0,,133448,False,/root/perbug/generated_assets_cleaned/characters/caster/002_mythic_caster_002.png
characters/caster/003_mythic_caster_003.png,2,0,,128634|2953,False,/root/perbug/generated_assets_cleaned/characters/caster/003_mythic_caster_003.png
characters/caster/004_mythic_caster_004.png,1,0,,134343,False,/root/perbug/generated_assets_cleaned/characters/caster/004_mythic_caster_004.png
characters/caster/005_mythic_caster_005.png,1,0,,136951,False,/root/perbug/generated_assets_cleaned/characters/caster/005_mythic_caster_005.png
characters/caster/006_mythic_caster_006.png,1,0,,127362,False,/root/perbug/generated_assets_cleaned/characters/caster/006_mythic_caster_006.png
characters/caster/007_mythic_caster_007.png,2,0,,128046|1145,False,/root/perbug/generated_assets_cleaned/characters/caster/007_mythic_caster_007.png
characters/caster/008_mythic_caster_008.png,1,0,,129307,False,/root/perbug/generated_assets_cleaned/characters/caster/008_mythic_caster_008.png
characters/caster/009_mythic_caster_009.png,1,0,,129050,False,/root/perbug/generated_assets_cleaned/characters/caster/009_mythic_caster_009.png
characters/caster/010_mythic_caster_010.png,1,0,,139444,False,/root/perbug/generated_assets_cleaned/characters/caster/010_mythic_caster_010.png
characters/caster/011_mythic_caster_011.png,1,0,,138749,False,/root/perbug/generated_assets_cleaned/characters/caster/011_mythic_caster_011.png
characters/caster/012_mythic_caster_012.png,1,0,,132267,False,/root/perbug/generated_assets_cleaned/characters/caster/012_mythic_caster_012.png
characters/caster/013_mythic_caster_013.png,1,0,,129959,False,/root/perbug/generated_assets_cleaned/characters/caster/013_mythic_caster_013.png
characters/caster/014_mythic_caster_014.png,1,0,,140360,False,/root/perbug/generated_assets_cleaned/characters/caster/014_mythic_caster_014.png
characters/caster/015_mythic_caster_015.png,1,0,,133886,False,/root/perbug/generated_assets_cleaned/characters/caster/015_mythic_caster_015.png
characters/caster/016_mythic_caster_016.png,1,0,,133264,False,/root/perbug/generated_assets_cleaned/characters/caster/016_mythic_caster_016.png
characters/caster/017_mythic_caster_017.png,1,0,,141906,False,/root/perbug/generated_assets_cleaned/characters/caster/017_mythic_caster_017.png
characters/caster/018_mythic_caster_018.png,1,0,,137196,False,/root/perbug/generated_assets_cleaned/characters/caster/018_mythic_caster_018.png
characters/caster/019_mythic_caster_019.png,1,0,,137889,False,/root/perbug/generated_assets_cleaned/characters/caster/019_mythic_caster_019.png
characters/caster/020_mythic_caster_020.png,1,0,,133368,False,/root/perbug/generated_assets_cleaned/characters/caster/020_mythic_caster_020.png
characters/caster/021_mythic_caster_021.png,3,0,,141904|1216|928,False,/root/perbug/generated_assets_cleaned/characters/caster/021_mythic_caster_021.png
characters/caster/022_mythic_caster_022.png,1,0,,139511,False,/root/perbug/generated_assets_cleaned/characters/caster/022_mythic_caster_022.png
characters/caster/023_mythic_caster_023.png,1,0,,138896,False,/root/perbug/generated_assets_cleaned/characters/caster/023_mythic_caster_023.png
characters/caster/024_mythic_caster_024.png,1,0,,129545,False,/root/perbug/generated_assets_cleaned/characters/caster/024_mythic_caster_024.png
characters/caster/025_mythic_caster_025.png,1,0,,134731,False,/root/perbug/generated_assets_cleaned/characters/caster/025_mythic_caster_025.png
characters/caster/026_mythic_caster_026.png,1,0,,132119,False,/root/perbug/generated_assets_cleaned/characters/caster/026_mythic_caster_026.png
characters/caster/027_mythic_caster_027.png,1,0,,128126,False,/root/perbug/generated_assets_cleaned/characters/caster/027_mythic_caster_027.png
characters/caster/028_mythic_caster_028.png,1,0,,133868,False,/root/perbug/generated_assets_cleaned/characters/caster/028_mythic_caster_028.png
characters/caster/029_mythic_caster_029.png,1,0,,132468,False,/root/perbug/generated_assets_cleaned/characters/caster/029_mythic_caster_029.png
characters/caster/030_mythic_caster_030.png,1,0,,133972,False,/root/perbug/generated_assets_cleaned/characters/caster/030_mythic_caster_030.png
characters/caster/031_mythic_caster_031.png,1,0,,128032,False,/root/perbug/generated_assets_cleaned/characters/caster/031_mythic_caster_031.png
characters/caster/032_mythic_caster_032.png,1,0,,128964,False,/root/perbug/generated_assets_cleaned/characters/caster/032_mythic_caster_032.png
characters/caster/033_mythic_caster_033.png,1,0,,126381,False,/root/perbug/generated_assets_cleaned/characters/caster/033_mythic_caster_033.png
characters/caster/034_mythic_caster_034.png,1,0,,131520,False,/root/perbug/generated_assets_cleaned/characters/caster/034_mythic_caster_034.png
characters/caster/035_mythic_caster_035.png,1,0,,130910,False,/root/perbug/generated_assets_cleaned/characters/caster/035_mythic_caster_035.png
characters/caster/036_mythic_caster_036.png,1,0,,128417,False,/root/perbug/generated_assets_cleaned/characters/caster/036_mythic_caster_036.png
characters/caster/037_mythic_caster_037.png,1,0,,134448,False,/root/perbug/generated_assets_cleaned/characters/caster/037_mythic_caster_037.png
characters/caster/038_mythic_caster_038.png,1,0,,123624,False,/root/perbug/generated_assets_cleaned/characters/caster/038_mythic_caster_038.png
characters/caster/039_mythic_caster_039.png,1,0,,128962,False,/root/perbug/generated_assets_cleaned/characters/caster/039_mythic_caster_039.png
characters/caster/040_mythic_caster_040.png,1,0,,127807,False,/root/perbug/generated_assets_cleaned/characters/caster/040_mythic_caster_040.png
characters/caster/041_mythic_caster_041.png,1,0,,129147,False,/root/perbug/generated_assets_cleaned/characters/caster/041_mythic_caster_041.png
characters/caster/042_mythic_caster_042.png,1,0,,137339,False,/root/perbug/generated_assets_cleaned/characters/caster/042_mythic_caster_042.png
characters/caster/043_mythic_caster_043.png,1,0,,135292,False,/root/perbug/generated_assets_cleaned/characters/caster/043_mythic_caster_043.png
characters/caster/044_mythic_caster_044.png,1,0,,130161,False,/root/perbug/generated_assets_cleaned/characters/caster/044_mythic_caster_044.png
characters/caster/045_mythic_caster_045.png,1,0,,137184,False,/root/perbug/generated_assets_cleaned/characters/caster/045_mythic_caster_045.png
characters/caster/046_mythic_caster_046.png,1,0,,127856,False,/root/perbug/generated_assets_cleaned/characters/caster/046_mythic_caster_046.png
characters/caster/047_mythic_caster_047.png,2,0,,128114|704,False,/root/perbug/generated_assets_cleaned/characters/caster/047_mythic_caster_047.png
characters/caster/048_mythic_caster_048.png,1,0,,128565,False,/root/perbug/generated_assets_cleaned/characters/caster/048_mythic_caster_048.png
characters/caster/049_mythic_caster_049.png,1,0,,128461,False,/root/perbug/generated_assets_cleaned/characters/caster/049_mythic_caster_049.png
characters/caster/050_mythic_caster_050.png,1,0,,121712,False,/root/perbug/generated_assets_cleaned/characters/caster/050_mythic_caster_050.png
characters/caster/051_mythic_caster_051.png,1,0,,131407,False,/root/perbug/generated_assets_cleaned/characters/caster/051_mythic_caster_051.png
characters/caster/052_mythic_caster_052.png,1,0,,124355,False,/root/perbug/generated_assets_cleaned/characters/caster/052_mythic_caster_052.png
characters/caster/053_mythic_caster_053.png,1,0,,126990,False,/root/perbug/generated_assets_cleaned/characters/caster/053_mythic_caster_053.png
characters/caster/054_mythic_caster_054.png,1,0,,130114,False,/root/perbug/generated_assets_cleaned/characters/caster/054_mythic_caster_054.png
characters/caster/055_mythic_caster_055.png,1,0,,124026,False,/root/perbug/generated_assets_cleaned/characters/caster/055_mythic_caster_055.png
characters/caster/056_mythic_caster_056.png,1,0,,124286,False,/root/perbug/generated_assets_cleaned/characters/caster/056_mythic_caster_056.png
characters/caster/057_mythic_caster_057.png,1,0,,123105,False,/root/perbug/generated_assets_cleaned/characters/caster/057_mythic_caster_057.png
characters/caster/058_mythic_caster_058.png,1,0,,128078,False,/root/perbug/generated_assets_cleaned/characters/caster/058_mythic_caster_058.png
characters/caster/059_mythic_caster_059.png,1,0,,131856,False,/root/perbug/generated_assets_cleaned/characters/caster/059_mythic_caster_059.png
characters/caster/060_mythic_caster_060.png,1,0,,127750,False,/root/perbug/generated_assets_cleaned/characters/caster/060_mythic_caster_060.png
characters/caster/061_mythic_caster_061.png,1,0,,129774,False,/root/perbug/generated_assets_cleaned/characters/caster/061_mythic_caster_061.png
characters/caster/062_mythic_caster_062.png,1,0,,123384,False,/root/perbug/generated_assets_cleaned/characters/caster/062_mythic_caster_062.png
characters/caster/063_mythic_caster_063.png,1,0,,129474,False,/root/perbug/generated_assets_cleaned/characters/caster/063_mythic_caster_063.png
characters/caster/064_mythic_caster_064.png,1,0,,124428,False,/root/perbug/generated_assets_cleaned/characters/caster/064_mythic_caster_064.png
characters/cleric/001_mythic_cleric_001.png,1,0,,132250,False,/root/perbug/generated_assets_cleaned/characters/cleric/001_mythic_cleric_001.png
characters/cleric/002_mythic_cleric_002.png,2,0,,98491|8921,False,/root/perbug/generated_assets_cleaned/characters/cleric/002_mythic_cleric_002.png
characters/cleric/003_mythic_cleric_003.png,3,0,,75418|28647|2069,False,/root/perbug/generated_assets_cleaned/characters/cleric/003_mythic_cleric_003.png
characters/cleric/004_mythic_cleric_004.png,1,0,,186547,False,/root/perbug/generated_assets_cleaned/characters/cleric/004_mythic_cleric_004.png
characters/cleric/005_mythic_cleric_005.png,1,0,,186394,False,/root/perbug/generated_assets_cleaned/characters/cleric/005_mythic_cleric_005.png
characters/cleric/006_mythic_cleric_006.png,2,0,,74511|21902,False,/root/perbug/generated_assets_cleaned/characters/cleric/006_mythic_cleric_006.png
characters/cleric/007_mythic_cleric_007.png,3,0,,90212|6326|4553,False,/root/perbug/generated_assets_cleaned/characters/cleric/007_mythic_cleric_007.png
characters/cleric/008_mythic_cleric_008.png,4,0,,128575|1048|640|640,False,/root/perbug/generated_assets_cleaned/characters/cleric/008_mythic_cleric_008.png
characters/cleric/009_mythic_cleric_009.png,2,0,,57421|37538,False,/root/perbug/generated_assets_cleaned/characters/cleric/009_mythic_cleric_009.png
characters/cleric/010_mythic_cleric_010.png,4,0,,56515|37459|6679|974,False,/root/perbug/generated_assets_cleaned/characters/cleric/010_mythic_cleric_010.png
characters/cleric/011_mythic_cleric_011.png,1,0,,186608,False,/root/perbug/generated_assets_cleaned/characters/cleric/011_mythic_cleric_011.png
characters/cleric/012_mythic_cleric_012.png,1,0,,186524,False,/root/perbug/generated_assets_cleaned/characters/cleric/012_mythic_cleric_012.png
characters/cleric/013_mythic_cleric_013.png,1,0,,186568,False,/root/perbug/generated_assets_cleaned/characters/cleric/013_mythic_cleric_013.png
characters/cleric/014_mythic_cleric_014.png,1,0,,186528,False,/root/perbug/generated_assets_cleaned/characters/cleric/014_mythic_cleric_014.png
characters/cleric/015_mythic_cleric_015.png,5,0,,51722|38607|2795|1124|1025,False,/root/perbug/generated_assets_cleaned/characters/cleric/015_mythic_cleric_015.png
characters/cleric/016_mythic_cleric_016.png,2,0,,52014|38572,False,/root/perbug/generated_assets_cleaned/characters/cleric/016_mythic_cleric_016.png
characters/cleric/017_mythic_cleric_017.png,2,0,,57559|41373,False,/root/perbug/generated_assets_cleaned/characters/cleric/017_mythic_cleric_017.png
characters/cleric/018_mythic_cleric_018.png,1,0,,186019,False,/root/perbug/generated_assets_cleaned/characters/cleric/018_mythic_cleric_018.png
characters/cleric/019_mythic_cleric_019.png,1,0,,186516,False,/root/perbug/generated_assets_cleaned/characters/cleric/019_mythic_cleric_019.png
characters/cleric/020_mythic_cleric_020.png,1,0,,186379,False,/root/perbug/generated_assets_cleaned/characters/cleric/020_mythic_cleric_020.png
characters/cleric/021_mythic_cleric_021.png,1,0,,186479,False,/root/perbug/generated_assets_cleaned/characters/cleric/021_mythic_cleric_021.png
characters/cleric/022_mythic_cleric_022.png,1,0,,186580,False,/root/perbug/generated_assets_cleaned/characters/cleric/022_mythic_cleric_022.png
characters/cleric/023_mythic_cleric_023.png,1,0,,186560,False,/root/perbug/generated_assets_cleaned/characters/cleric/023_mythic_cleric_023.png
characters/cleric/024_mythic_cleric_024.png,2,0,,56132|42184,False,/root/perbug/generated_assets_cleaned/characters/cleric/024_mythic_cleric_024.png
characters/cleric/025_mythic_cleric_025.png,2,0,,55113|41515,False,/root/perbug/generated_assets_cleaned/characters/cleric/025_mythic_cleric_025.png
characters/cleric/026_mythic_cleric_026.png,1,0,,186490,False,/root/perbug/generated_assets_cleaned/characters/cleric/026_mythic_cleric_026.png
characters/cleric/027_mythic_cleric_027.png,1,0,,186508,False,/root/perbug/generated_assets_cleaned/characters/cleric/027_mythic_cleric_027.png
characters/cleric/028_mythic_cleric_028.png,1,0,,186148,False,/root/perbug/generated_assets_cleaned/characters/cleric/028_mythic_cleric_028.png
characters/cleric/029_mythic_cleric_029.png,1,0,,186185,False,/root/perbug/generated_assets_cleaned/characters/cleric/029_mythic_cleric_029.png
characters/cleric/030_mythic_cleric_030.png,1,0,,186524,False,/root/perbug/generated_assets_cleaned/characters/cleric/030_mythic_cleric_030.png
characters/cleric/031_mythic_cleric_031.png,1,0,,186282,False,/root/perbug/generated_assets_cleaned/characters/cleric/031_mythic_cleric_031.png
characters/cleric/032_mythic_cleric_032.png,2,0,,52114|41489,False,/root/perbug/generated_assets_cleaned/characters/cleric/032_mythic_cleric_032.png
characters/cleric/033_legendary_cleric_033.png,2,0,,47025|39874,False,/root/perbug/generated_assets_cleaned/characters/cleric/033_legendary_cleric_033.png
characters/cleric/034_mythic_cleric_034.png,5,0,,47645|38420|7958|1184|1179,False,/root/perbug/generated_assets_cleaned/characters/cleric/034_mythic_cleric_034.png
characters/cleric/035_mythic_cleric_035.png,1,0,,186576,False,/root/perbug/generated_assets_cleaned/characters/cleric/035_mythic_cleric_035.png
characters/cleric/036_mythic_cleric_036.png,1,0,,186422,False,/root/perbug/generated_assets_cleaned/characters/cleric/036_mythic_cleric_036.png
characters/cleric/037_mythic_cleric_037.png,1,0,,186405,False,/root/perbug/generated_assets_cleaned/characters/cleric/037_mythic_cleric_037.png
characters/cleric/038_mythic_cleric_038.png,1,0,,186528,False,/root/perbug/generated_assets_cleaned/characters/cleric/038_mythic_cleric_038.png
characters/cleric/039_legendary_cleric_039.png,5,0,,45485|39774|2366|1082|481,False,/root/perbug/generated_assets_cleaned/characters/cleric/039_legendary_cleric_039.png
characters/cleric/040_legendary_cleric_040.png,2,0,,45595|39752,False,/root/perbug/generated_assets_cleaned/characters/cleric/040_legendary_cleric_040.png
characters/cleric/041_mythic_cleric_041.png,1,0,,129572,False,/root/perbug/generated_assets_cleaned/characters/cleric/041_mythic_cleric_041.png
characters/cleric/042_mythic_cleric_042.png,3,0,,107040|2831|763,False,/root/perbug/generated_assets_cleaned/characters/cleric/042_mythic_cleric_042.png
characters/cleric/043_mythic_cleric_043.png,1,0,,186467,False,/root/perbug/generated_assets_cleaned/characters/cleric/043_mythic_cleric_043.png
characters/cleric/044_mythic_cleric_044.png,1,0,,186402,False,/root/perbug/generated_assets_cleaned/characters/cleric/044_mythic_cleric_044.png
characters/cleric/045_mythic_cleric_045.png,1,0,,186506,False,/root/perbug/generated_assets_cleaned/characters/cleric/045_mythic_cleric_045.png
characters/cleric/046_mythic_cleric_046.png,1,0,,186527,False,/root/perbug/generated_assets_cleaned/characters/cleric/046_mythic_cleric_046.png
characters/cleric/047_mythic_cleric_047.png,4,0,,92499|6945|1042|623,False,/root/perbug/generated_assets_cleaned/characters/cleric/047_mythic_cleric_047.png
characters/cleric/048_mythic_cleric_048.png,1,0,,129385,False,/root/perbug/generated_assets_cleaned/characters/cleric/048_mythic_cleric_048.png
characters/cleric/049_mythic_cleric_049.png,1,0,,112159,False,/root/perbug/generated_assets_cleaned/characters/cleric/049_mythic_cleric_049.png
characters/cleric/050_mythic_cleric_050.png,2,0,,109775|8889,False,/root/perbug/generated_assets_cleaned/characters/cleric/050_mythic_cleric_050.png
characters/cleric/051_mythic_cleric_051.png,1,0,,186375,False,/root/perbug/generated_assets_cleaned/characters/cleric/051_mythic_cleric_051.png
characters/cleric/052_mythic_cleric_052.png,1,0,,186463,False,/root/perbug/generated_assets_cleaned/characters/cleric/052_mythic_cleric_052.png
characters/cleric/053_mythic_cleric_053.png,1,0,,186572,False,/root/perbug/generated_assets_cleaned/characters/cleric/053_mythic_cleric_053.png
characters/cleric/054_mythic_cleric_054.png,1,0,,186235,False,/root/perbug/generated_assets_cleaned/characters/cleric/054_mythic_cleric_054.png
characters/cleric/055_mythic_cleric_055.png,2,0,,108591|9282,False,/root/perbug/generated_assets_cleaned/characters/cleric/055_mythic_cleric_055.png
characters/cleric/056_mythic_cleric_056.png,1,0,,109513,False,/root/perbug/generated_assets_cleaned/characters/cleric/056_mythic_cleric_056.png
characters/cleric/057_legendary_cleric_057.png,3,0,,47832|47786|1031,False,/root/perbug/generated_assets_cleaned/characters/cleric/057_legendary_cleric_057.png
characters/cleric/058_legendary_cleric_058.png,6,0,,40335|37278|2556|793|697|484,False,/root/perbug/generated_assets_cleaned/characters/cleric/058_legendary_cleric_058.png
characters/cleric/059_mythic_cleric_059.png,6,0,,44524|35161|10199|719|688|529,False,/root/perbug/generated_assets_cleaned/characters/cleric/059_mythic_cleric_059.png
characters/cleric/060_legendary_cleric_060.png,8,0,,27382|26433|18361|11387|3545|662|603|542,False,/root/perbug/generated_assets_cleaned/characters/cleric/060_legendary_cleric_060.png
characters/cleric/061_legendary_cleric_061.png,8,0,,25827|19505|14397|13145|1423|987|644|499,False,/root/perbug/generated_assets_cleaned/characters/cleric/061_legendary_cleric_061.png
characters/cleric/062_legendary_cleric_062.png,6,0,,34753|34316|11764|704|491|455,False,/root/perbug/generated_assets_cleaned/characters/cleric/062_legendary_cleric_062.png
characters/cleric/063_legendary_cleric_063.png,6,0,,37285|35394|2040|940|748|662,False,/root/perbug/generated_assets_cleaned/characters/cleric/063_legendary_cleric_063.png
characters/cleric/064_legendary_cleric_064.png,3,0,,48627|44314|942,False,/root/perbug/generated_assets_cleaned/characters/cleric/064_legendary_cleric_064.png
characters/engineer/001_mythic_engineer_001.png,1,0,,126675,False,/root/perbug/generated_assets_cleaned/characters/engineer/001_mythic_engineer_001.png
characters/engineer/002_mythic_engineer_002.png,1,0,,119097,False,/root/perbug/generated_assets_cleaned/characters/engineer/002_mythic_engineer_002.png
characters/engineer/003_mythic_engineer_003.png,1,0,,129355,False,/root/perbug/generated_assets_cleaned/characters/engineer/003_mythic_engineer_003.png
characters/engineer/004_mythic_engineer_004.png,1,0,,133798,False,/root/perbug/generated_assets_cleaned/characters/engineer/004_mythic_engineer_004.png
characters/engineer/005_mythic_engineer_005.png,2,0,,123226|592,False,/root/perbug/generated_assets_cleaned/characters/engineer/005_mythic_engineer_005.png
